Month,Timestamp,CA,CENT,FL,MIDA,MIDW,NCSC,NE,NW,NY,RM,SE,SW,TE,TN,AKGD,HIMS,HIOA
1,0,0.000036999,8.9646E-05,7.2192E-05,0.000145302,0.000193856,0.000045672,0.000060396,0.00004162,0.000060752,1.198E-06,0.000055166,0.000055942,8.5378E-05,0.000022216,0,0,0
1,1,0.000076647,0.000033049,7.883E-05,0.000062614,0.000027468,0.000045672,0.000023452,0.000139147,0.000021726,0.000048637,0.000047743,0.000128387,8.5378E-05,0.000136954,0,0,0
1,2,0.000043344,0.000033049,0.000104197,0.000062614,0.000193856,0.000045672,0.000060396,9.325E-05,0.000031128,0.000066865,0.000047743,0.00004067,0.000040758,0.000022216,0,0,0
1,3,0.000037328,8.9646E-05,0.000039084,0.000154768,0.000193856,0.000045672,-0.000010785,9.325E-05,0.000031128,0.000066627,0.000047743,0.000092124,8.5378E-05,0.000136954,0,0,0
1,4,0.000037328,8.9646E-05,0.000039084,0.000154768,0.000027468,0.000144193,0.000023452,9.325E-05,7.7622E-05,0.000066627,0.000047743,0.000092124,0.000087974,0.000109569,0,0,0
1,5,0.000037328,8.9646E-05,0.000039084,7.8223E-05,0.000037836,0.000085875,0.000023452,0.000042398,0.000021726,0.000048637,0.000047743,0.000092124,0.000068641,0.00011459,0,0,0
1,6,0.000043344,0.000033049,0.000039084,7.8223E-05,0.000179388,0.000045672,0.000095019,0.000042398,0.000053639,0.000092502,0.000047743,0.000128387,0.000043382,0.000109569,0,0,0
1,7,0.000030709,0.000033049,0.000104197,0.000154768,0.000135544,0.000045672,0.00004932,0.000066296,0.000066704,0.000092502,0.000047743,0.000055942,6.1186E-05,0.000109569,0,0,0
1,8,0.000014464,0.000117597,7.883E-05,0.000062614,9.3468E-05,0.000144193,0.000007828,0.000050817,0.000025647,1.198E-06,0.000047743,0.000092124,6.8973E-05,0.000109569,0,0,0
1,9,0.000073113,0.000074433,0.000107683,0.000030846,0.000076479,0.000090575,0.000007828,0.000058801,0.000123384,0.000007659,0.000075422,0.000080743,0.000043382,0.000109569,0,0,0
1,10,0.000040799,0.000074433,0.000036194,0.000132709,0.00010843,0.000131887,0.000007828,6.4566E-05,0.000011391,0.00010154,0.000010947,-0.000052231,0.000028519,0.000136954,0,0,0
1,11,0.000068342,0.000074433,0.000052759,0.000024475,8.5795E-05,0.00007849,0.000095019,6.4566E-05,0.000029542,0.000031208,0.000088743,0.000175498,0.000087974,0.000136954,0,0,0
1,12,0.000068342,0.000074433,0.000028752,0.000132436,0.00010843,0.000026592,0.000014305,6.4566E-05,8.5574E-05,0.000057154,0.000088743,-0.000033879,0.000087974,0.000109569,0,0,0
1,13,0.000040799,0.000074433,0.000029267,0.000132436,0.000084349,0.000133321,0.00006464,6.4566E-05,0.000027824,0.000057154,0.000088743,0.00007119,0.000028519,0.000109569,0,0,0
1,14,0.000033823,0.000074433,0.000122633,0.000132436,0.000084349,0.000026592,0.000053302,0.000106622,-0.000037618,6.8397E-05,0.000088743,-0.000033879,0.000069972,0.00011459,0,0,0
1,15,0.000055754,0.000070894,0.000044046,0.000132436,0.000076479,0.000133321,-0.000017898,0.00012424,5.964E-06,0.000035102,0.000010947,0.000175498,0.000068641,0.000109569,0,0,0
1,16,0.000076647,0.00006018,0.000044046,0.000045162,0.000084349,0.000149305,0.000071269,0.000044892,0.000204954,0.00004136,0.000010947,0.000046655,0.000055918,0.000136954,0,0,0
1,17,0.000054648,6.6652E-05,0.000064554,0.000187072,8.5795E-05,0.000150769,-0.000025533,9.325E-05,0.000196219,0.000043643,0.000088743,0.000055942,0.000051245,0.000022216,0,0,0
1,18,0.000067785,6.6652E-05,0.000064554,0.000187072,8.5795E-05,0.000068888,-0.000025533,0.00011227,0.000212978,0.000043643,0.000088743,0.000132574,0.000063356,0.000136954,0,0,0
1,19,0.000101417,6.6652E-05,0.000122633,0.000113631,0.00010843,0.000150769,0.000035277,0.00011227,-3.2159E-05,0.000054935,0.000088743,0.000132574,0.000063356,0.000136954,0,0,0
1,20,0.000067785,6.6652E-05,0.000115494,0.000076845,0.000084349,0.000009693,-0.000017898,0.000120768,9.7628E-05,0.000054935,0.000010947,0.000132574,0.000063356,0.000109569,0,0,0
1,21,0.000101417,6.6652E-05,0.000052759,0.000173399,9.3468E-05,0.000058202,-7.3327E-05,0.000044892,0.000289652,0.000054935,0.000092095,0.000070473,0.000063356,0.000109569,0,0,0
1,22,0.000054648,6.6652E-05,0.000031673,0.00007753,0.000179388,0.000026592,0.000095019,0.000111809,0.000093209,0.000048312,0.000075422,0.000108728,0.000051245,0.00011459,0,0,0
1,23,0.000013631,6.6652E-05,0.00004101,0.000030846,0.000027468,0.000017978,0.000007828,0.00012846,0.000192392,0.000035102,0.000075422,0.000028668,0.000087764,0.00011459,0,0,0
1,24,0.000076647,6.6652E-05,0.000109333,0.000043443,0.000116289,0.000085875,0.000060396,0.000067233,0.000060752,0.000065192,0.000055166,0.00004067,0.000053434,0.00011459,0,0,0
1,25,0.000037328,6.6652E-05,0.000104197,0.000154768,0.000116289,0.000144193,0.000027558,0.000106622,0.000021726,0.000057154,0.000047743,0.000092124,0.000053434,0.000109569,0,0,0
1,26,0.000033825,6.6652E-05,0.000039084,3.6884E-05,0.000116289,0.000045672,0.000027558,0.000034637,7.7622E-05,0.00010154,0.000047743,0.000092124,0.000053434,0.000109569,0,0,0
1,27,0.00002659,6.6652E-05,0.000039084,3.6884E-05,0.000116289,0.000090182,0.000051296,0.000034637,0.000031128,0.000029884,0.000047743,0.000092124,0.000053434,0.000109569,0,0,0
1,28,0.00002659,0.000115876,0.000055135,3.6884E-05,0.000193856,0.000090182,0.000010729,0.000106622,0.000031128,0.000062875,0.000047743,0.000092124,0.000053434,0.000136954,0,0,0
1,29,0.000055754,0.000048519,0.000039084,7.8223E-05,0.000027468,0.000045672,0.000051296,0.000106622,7.7622E-05,0.000024082,0.000047743,0.000092124,0.000087764,0.000022216,0,0,0
1,30,0.000033825,0.000048519,0.000039084,0.000062614,0.00009986,0.000144193,0.000023452,0.000067233,0.000021726,0.00004444,0.000055166,0.000128387,0.000051245,0.000249794,0,0,0
1,31,0.000055754,0.000048519,0.000062353,0.000043443,0.000179388,0.000055598,0.000095019,0.000058801,0.000066704,0.000035102,0.000075422,0.000028668,0.000051245,0.000249794,0,0,0
1,32,0.000014464,8.0516E-05,7.2192E-05,0.000153521,0.000076479,0.000017978,0.000014305,0.000067233,0.000084218,0.000061271,0.000092095,0.000092124,0.000056271,-0.000020967,0,0,0
